descricao_produto;cod_prod;subgrupo;CB_DIEESE;CB_ACT;CB_MDS;Alim_desc1;Alim_desc2;IS_UPP;IS;IBS/CBS - 25% - Tax Burden;IBS/CBS - 25% - % General Tax Regime;IBS/CBS - 25% Impacts;IBS/CBS - 25% Value;IBS/CBS - 25% - % Simples Tax Regime;IBS/CBS - 25% Simples Impacts;IBS/CBS - 25% Simples Value;IBS/CBS - 26.9% - Tax Burden;IBS/CBS - 26.9% - % General Tax Regime;IBS/CBS - 26.9% Impacts;IBS/CBS - 26.9% Value;IBS/CBS - 26.9% - % Simples Tax Regime;IBS/CBS - 26.9% Simples Impacts;IBS/CBS - 26.9% Simples Value
BOLACHA DE MAIZENA;8002348;Doces e biscoitos;0;0;0;0;0;1;0;0.194596209;0.903132791;0.003684083;5272965.281;0.096867209;0.058449145;596421.1652;0.194596209;0.903132791;0.018940082;5353114.353;0.096867209;0.069646513;602730.7239
BOLACHA DE MANTEIGA;8002313;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;515111.4571;0.096867209;0.058449145;67200.65354;0.301670591;0.903132791;-0.116565218;522941.1513;0.096867209;0.069646513;67911.57142
BOLACHA DE MEL;8002356;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;679548.579;0.096867209;0.037576966;84927.28492;0.281445614;0.903132791;-0.095995952;689877.7174;0.096867209;0.048463966;85818.40271
BOLACHA DE MILHO;8002317;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;77059.31663;0.096867209;0.037576966;9630.567617;0.281445614;0.903132791;-0.095995952;78230.61824;0.096867209;0.048463966;9731.618417
BOLACHA DE SAL;8002245;Doces e biscoitos;0;0;0;0;0;1;0;0.194596209;0.903132791;0.003684083;1396072.743;0.096867209;0.058449145;157908.7454;0.194596209;0.903132791;0.018940082;1417293.048;0.096867209;0.069646513;159579.2671
BOLACHA DE TRIGO;8014001;Doces e biscoitos;0;0;0;0;0;1;0;0.194596209;0.903132791;0.003684083;21168.30869;0.096867209;0.058449145;2394.331588;0.194596209;0.903132791;0.018940082;21490.06698;0.096867209;0.069646513;2419.661299
BOLACHA DOCE;2400902;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;665288.0661;0.658752231;0.005468894;1251189.606;0.15153733;0.341247769;0.04775353;675400.4448;0.658752231;0.010537354;1257496.717
BOLACHA DOCE;8002334;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;25296722.23;0.096867209;0.037576966;3161483.965;0.281445614;0.903132791;-0.095995952;25681232.4;0.096867209;0.048463966;3194656.515
BOLACHA DOCE LIGHT;8010434;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;26380.5357;0.096867209;0.037576966;3296.934672;0.281445614;0.903132791;-0.095995952;26781.51984;0.096867209;0.048463966;3331.528467
BOLACHA INTEGRAL;8002238;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;3516580.453;0.096867209;0.037576966;439488.2711;0.281445614;0.903132791;-0.095995952;3570032.476;0.096867209;0.048463966;444099.6962
BOLACHA NAO ESPECIFICADA;2409902;Outras;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;27314.87769;0.658752231;0.005468894;51370.36542;0.15153733;0.341247769;0.04775353;27730.06384;0.658752231;0.010537354;51629.31785
BOLACHA NAO-ESPECIFICADA;8005401;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;6067931.957;0.096867209;0.037576966;758346.0581;0.281445614;0.903132791;-0.095995952;6160164.523;0.096867209;0.048463966;766303.1671
BOLACHA NAO-ESPECIFICADA LIGHT;8008701;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;7296.654467;0.096867209;0.037576966;911.9069218;0.281445614;0.903132791;-0.095995952;7407.563615;0.096867209;0.048463966;921.4753011
BOLACHA PALITO;8002353;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;164083.2925;0.096867209;0.037576966;20506.47881;0.281445614;0.903132791;-0.095995952;166577.3586;0.096867209;0.048463966;20721.64744
BOLACHA RECHEADA;8004810;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;17538558.1;0.096867209;0.058449145;2288053.488;0.301670591;0.903132791;-0.116565218;17805144.18;0.096867209;0.069646513;2312258.88
BOLACHA RECHEADA LIGHT;8008310;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;27302.11414;0.096867209;0.058449145;3561.792089;0.301670591;0.903132791;-0.116565218;27717.10627;0.096867209;0.069646513;3599.472403
BOLACHA SALGADA;2400802;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;905326.8856;0.658752231;0.005468894;1702624.242;0.15153733;0.341247769;0.04775353;919087.8543;0.658752231;0.010537354;1711206.986
BOLACHA SALGADA;8002225;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;32530409.32;0.096867209;0.037576966;4065521.474;0.281445614;0.903132791;-0.095995952;33024871.54;0.096867209;0.048463966;4108179.832
BOLACHA SALGADA LIGHT;8010125;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;101325.2414;0.096867209;0.037576966;12663.2266;0.281445614;0.903132791;-0.095995952;102865.385;0.096867209;0.048463966;12796.09823
BOLACHA SEM LACTOSE;8013801;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2584.882448;0.096867209;0.037576966;323.0483513;0.281445614;0.903132791;-0.095995952;2624.172661;0.096867209;0.048463966;326.4380056
BOLACHAO DE COCO;8002359;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;3330.29136;0.096867209;0.037576966;416.2065995;0.281445614;0.903132791;-0.095995952;3380.911789;0.096867209;0.048463966;420.5737366
BOLACHAO DOCE;8002349;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;689408.5538;0.096867209;0.037576966;86159.54544;0.281445614;0.903132791;-0.095995952;699887.5638;0.096867209;0.048463966;87063.59299
BOLAO (APOSTA);2202801;Jogos e apostas;0;0;0;0;0;0;0;;;;;;;;;;;;;;
BOLDO CHA;8206601;Outros in natura;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;128006.9673;0.096867209;0.037576966;15997.80283;0.281445614;0.903132791;-0.095995952;129952.6732;0.096867209;0.048463966;16165.66322
BOLEIRA;3918501;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;27691.79674;0.538759783;-0.042198943;38441.36576;0.353308082;0.461240217;-0.181823035;28112.71205;0.538759783;-0.034141323;38764.75851
BOLICHE;4105301;Recreações e esportes;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;14650.72071;0.388918021;-0.002531803;8633.727295;0.127915708;0.611081979;0.093628751;14873.41167;0.388918021;-0.001263549;8644.70485
BOLICHE (INGRESSO);2805201;Recreações e esportes;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;1286632.334;0.388918021;-0.002531803;758217.4912;0.127915708;0.611081979;0.093628751;1306189.146;0.388918021;-0.001263549;759181.5446
BOLINHA DE QUEIJO SEMIPRONTA;8106901;Refeições prontas e semiprontas;0;0;0;0;0;1;0;0.212521688;0.903132791;-0.024286595;153263.7158;0.096867209;0.032967755;17403.19633;0.212521688;0.903132791;-0.009455752;155593.3243;0.096867209;0.043795404;17585.61799
BOLINHO AMIDOMIL;8002608;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;9324.584451;0.096867209;0.037576966;1165.349564;0.281445614;0.903132791;-0.095995952;9466.318135;0.096867209;0.048463966;1177.577245
BOLINHO DE AIPIM PARA VIAGEM;8500228;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;29219.57426;0.658752231;0.028719146;54492.86735;0.134599492;0.341247769;0.081023;29663.71179;0.658752231;0.034221003;54784.30935
BOLINHO DE ARROZ PARA VIAGEM;8504001;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;28744.96351;0.658752231;0.028719146;53607.74492;0.134599492;0.341247769;0.081023;29181.88695;0.658752231;0.034221003;53894.45306
BOLINHO DE BACALHAU PARA VIAGEM;8500232;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;1154198.994;0.658752231;0.028719146;2152516.397;0.134599492;0.341247769;0.081023;1171742.819;0.658752231;0.034221003;2164028.613
BOLINHO DE BRIGADEIRO;6903603;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1597987.448;0.096867209;0.037576966;199710.1304;0.281445614;0.903132791;-0.095995952;1622276.858;0.096867209;0.048463966;201805.6319
BOLINHO DE CARNE, CAMARAO, ETC. PARA VIAGEM;8500219;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;376784.2911;0.658752231;0.028719146;702681.5728;0.134599492;0.341247769;0.081023;382511.4124;0.658752231;0.034221003;706439.6963
BOLINHO DE COCO;8502501;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;8935.619788;0.658752231;0.028719146;16664.42979;0.134599492;0.341247769;0.081023;9071.441208;0.658752231;0.034221003;16753.55549
BOLINHO DE COCO PARA VIAGEM;8504101;Demais alimentos;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;6646.270892;0.658752231;0.005468894;12499.46524;0.15153733;0.341247769;0.04775353;6747.29421;0.658752231;0.010537354;12562.47369
BOLINHO DE FUBA;8002611;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;102362.0519;0.096867209;0.037576966;12792.80307;0.281445614;0.903132791;-0.095995952;103917.9551;0.096867209;0.048463966;12927.0343
BOLINHO DE MILHO;8002610;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;227245.242;0.096867209;0.037576966;28400.20863;0.281445614;0.903132791;-0.095995952;230699.3697;0.096867209;0.048463966;28698.20392
BOLINHO DE POLVILHO PARA VIAGEM;8503301;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;14672.35529;0.658752231;0.028719146;27363.11978;0.134599492;0.341247769;0.081023;14895.37509;0.658752231;0.034221003;27509.46485
BOLINHO DE QUALQUER MARCA E SABOR;8011901;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2015882.569;0.096867209;0.037576966;251937.0043;0.281445614;0.903132791;-0.095995952;2046523.984;0.096867209;0.048463966;254580.5075
BOLINHO DE QUEIJO;8002507;Doces e biscoitos;0;0;0;0;0;1;0;0.212521688;0.903132791;-0.024286595;280117.425;0.096867209;0.032967755;31807.51893;0.212521688;0.903132791;-0.009455752;284375.2098;0.096867209;0.043795404;32140.92783
BOLINHO DE TAPIOCA PARA VIAGEM;8504301;Demais alimentos;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;24112.59994;0.658752231;0.005468894;45347.92665;0.15153733;0.341247769;0.04775353;24479.11146;0.658752231;0.010537354;45576.52062
BOLINHO DOCE;2401617;Biscoitos e doces;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;163739.7957;0.658752231;0.005468894;307941.0874;0.15153733;0.341247769;0.04775353;166228.6406;0.658752231;0.010537354;309493.385
BOLINHO DOCE PARA VIAGEM;8503901;Demais alimentos;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;1108601.639;0.658752231;0.005468894;2084917.675;0.15153733;0.341247769;0.04775353;1125452.384;0.658752231;0.010537354;2095427.518
BOLINHO NAO-ESPECIFICADO PARA VIAGEM;8502001;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;327228.9134;0.658752231;0.028719146;610263.5725;0.134599492;0.341247769;0.081023;332202.7929;0.658752231;0.034221003;613527.4205
BOLINHO SALGADO;2400710;Sanduíches e salgados;0;0;0;0;0;0;0;0.15153733;0.341247769;0.032066125;473934.8864;0.658752231;0.005468894;891316.7605;0.15153733;0.341247769;0.04775353;481138.6967;0.658752231;0.010537354;895809.7914
BOLINHO SALGADO DE CAMARAO PARA VIAGEM;8500220;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;80717.10325;0.658752231;0.028719146;150532.8709;0.134599492;0.341247769;0.081023;81944.00322;0.658752231;0.034221003;151337.9598
BOLINHO SALGADO DE CARNE, CAMARAO, ETC. PARA VIAGEM;8500204;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;2564016.357;0.658752231;0.028719146;4781746.715;0.134599492;0.341247769;0.081023;2602989.405;0.658752231;0.034221003;4807320.737
BOLO;2401603;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;4784983.255;0.658752231;0.005468894;8998990.993;0.15153733;0.341247769;0.04775353;4857715.001;0.658752231;0.010537354;9044353.929
BOLO DE AIPIM;8002701;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1766291.519;0.096867209;0.037576966;220744.1053;0.281445614;0.903132791;-0.095995952;1793139.15;0.096867209;0.048463966;223060.3103
BOLO DE ARROZ;8002901;Doces e biscoitos;0;0;0;0;0;1;0;0.194596209;0.903132791;0.003684083;279856.6747;0.096867209;0.058449145;31654.37949;0.194596209;0.903132791;0.018940082;284110.4962;0.096867209;0.069646513;31989.25219
BOLO DE BANANA;8010601;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1330578.344;0.096867209;0.037576966;166290.4017;0.281445614;0.903132791;-0.095995952;1350803.135;0.096867209;0.048463966;168035.2394
BOLO DE BATATA DOCE;8002801;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;102176.9493;0.096867209;0.058449145;13329.84866;0.301670591;0.903132791;-0.116565218;103730.0389;0.096867209;0.069646513;13470.86556
BOLO DE CENOURA;8004201;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;4548014.206;0.096867209;0.037576966;568392.7687;0.281445614;0.903132791;-0.095995952;4617144.022;0.096867209;0.048463966;574356.7519
BOLO DE CENTEIO;8003001;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;60629.84029;0.096867209;0.037576966;7577.276857;0.281445614;0.903132791;-0.095995952;61551.41386;0.096867209;0.048463966;7656.783063
BOLO DE CHOCOLATE;8003801;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;19360319.89;0.096867209;0.037576966;2419575.958;0.281445614;0.903132791;-0.095995952;19654596.76;0.096867209;0.048463966;2444963.878
BOLO DE COCO;8004101;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2553808.892;0.096867209;0.037576966;319164.9017;0.281445614;0.903132791;-0.095995952;2592626.787;0.096867209;0.048463966;322513.808
BOLO DE COCO DIETETICO;8008002;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;9734.056389;0.096867209;0.037576966;1216.523742;0.281445614;0.903132791;-0.095995952;9882.014046;0.096867209;0.048463966;1229.288379
BOLO DE FUBA;8002612;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;6057228.961;0.096867209;0.037576966;757008.4401;0.281445614;0.903132791;-0.095995952;6149298.841;0.096867209;0.048463966;764951.5139
BOLO DE GOMA;8002704;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2675835.811;0.096867209;0.037576966;334415.3418;0.281445614;0.903132791;-0.095995952;2716508.515;0.096867209;0.048463966;337924.2666
BOLO DE LARANJA;8004001;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;7661651.046;0.096867209;0.037576966;957522.7459;0.281445614;0.903132791;-0.095995952;7778108.142;0.096867209;0.048463966;967569.7591
BOLO DE MACAXEIRA;8002703;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1604678.124;0.096867209;0.037576966;200546.3045;0.281445614;0.903132791;-0.095995952;1629069.231;0.096867209;0.048463966;202650.5797
BOLO DE MANDIOCA;8002708;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;1457967.128;0.096867209;0.058449145;190204.1635;0.301670591;0.903132791;-0.116565218;1480128.228;0.096867209;0.069646513;192216.3395
BOLO DE MILHO;8002601;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;6995610.599;0.096867209;0.037576966;874283.6537;0.281445614;0.903132791;-0.095995952;7101943.88;0.096867209;0.048463966;883457.2628
BOLO DE OVOS;8002505;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;4099065.247;0.096867209;0.037576966;512284.9092;0.281445614;0.903132791;-0.095995952;4161371.039;0.096867209;0.048463966;517660.1687
BOLO DE QUALQUER MARCA E SABOR;8002501;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;97247920.31;0.096867209;0.037576966;12153659.2;0.281445614;0.903132791;-0.095995952;98726088.7;0.096867209;0.048463966;12281184.08
BOLO DE QUALQUER MARCA E SABOR DIET;8010301;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;661001.9792;0.096867209;0.037576966;82609.40448;0.281445614;0.903132791;-0.095995952;671049.2093;0.096867209;0.048463966;83476.2014
BOLO DE QUALQUER MARCA E SABOR LIGHT;8010201;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2253.523524;0.096867209;0.037576966;281.6364279;0.281445614;0.903132791;-0.095995952;2287.777082;0.096867209;0.048463966;284.5915587
BOLO DE QUALQUER MARCA E SABOR SEM GLUTEN;8014501;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;93006.41992;0.096867209;0.037576966;11623.57331;0.281445614;0.903132791;-0.095995952;94420.1175;0.096867209;0.048463966;11745.53615
BOLO DE QUEIJO;8002506;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;618051.1955;0.096867209;0.037576966;77241.58596;0.281445614;0.903132791;-0.095995952;627445.5737;0.096867209;0.048463966;78052.0599
BOLO DE TAPIOCA;8002702;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;931071.5862;0.096867209;0.058449145;121466.1763;0.301670591;0.903132791;-0.116565218;945223.8743;0.096867209;0.069646513;122751.1709
BOLO DE TRIGO;8004601;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;11779589.65;0.096867209;0.037576966;1472166.372;0.281445614;0.903132791;-0.095995952;11958639.41;0.096867209;0.048463966;1487613.394
BOLO DIET;2409503;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;3998.158382;0.658752231;0.005468894;7519.230339;0.15153733;0.341247769;0.04775353;4058.930389;0.658752231;0.010537354;7557.133963
BOLO E REFRIGERANTE;2405817;Lanches;0;0;0;0;0;0;0;0.127343709;0.341247769;0.058084568;795927.9434;0.658752231;-0.091873907;1318717.608;0.127343709;0.341247769;0.074167454;808026.0481;0.658752231;-0.088078639;1324228.832
BOLO SALGADO;8012901;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;285525.5333;0.096867209;0.037576966;35683.84817;0.281445614;0.903132791;-0.095995952;289865.5214;0.096867209;0.048463966;36058.26862
BOLSA;3801301;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;60751761.87;0.56016814;0.003929189;90483624.09;0.307984635;0.43983186;-0.12848413;61675188.65;0.56016814;0.011883436;91200536.33
BOLSA DE COLOSTOMIA;2908301;Material de tratamento;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;1229338.508;0.340563266;-0.001820069;736504.6;0.307328565;0.659436734;-0.126463347;1248024.454;0.340563266;0.007226018;743179.2327
BOLSA DE COMPRA;8601202;Artigos de limpeza;0;0;0;0;0;0;0;0.401213888;0.903132791;-0.262691809;105847.0389;0.096867209;-0.091376526;13990.67868;0.401213888;0.903132791;-0.251484724;107455.9139;0.096867209;-0.082150002;14132.7456
BOLSA PARA BEBE;3804701;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;39432.04321;0.56016814;0.003929189;58730.05268;0.307984635;0.43983186;-0.12848413;40031.41026;0.56016814;0.011883436;59195.37769
BOLSA PARA MATERNIDADE;3804702;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;38140.18209;0.56016814;0.003929189;56805.95579;0.307984635;0.43983186;-0.12848413;38719.91286;0.56016814;0.011883436;57256.03597
BOLSA TERMICA;3920403;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;7642.356037;0.538759783;-0.042198943;10609.01199;0.353308082;0.461240217;-0.181823035;7758.519849;0.538759783;-0.034141323;10698.26162
BOLSA TERMICA PARA COMPRESSA;2903104;Material de tratamento;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;77573.0852;0.340563266;-0.001820069;46474.53382;0.307328565;0.659436734;-0.126463347;78752.1961;0.340563266;0.007226018;46895.71306
BOM AR;8602503;Artigos de limpeza;0;0;0;0;0;0;0;0.47815228;0.903132791;-0.353787458;2425199.794;0.096867209;-0.028207781;391174.6774;0.47815228;0.903132791;-0.343965028;2462062.831;0.096867209;-0.028207781;391174.6774
BOMBA DE AGUA;1504201;Eletrodomesticos;0;0;0;0;0;0;0;0.366168232;0.868207664;-0.216102693;955093.2225;0.131792336;0.004310675;185746.7442;0.366168232;0.868207664;-0.204187454;969610.6395;0.131792336;0.01362796;187469.9714
BOMBA DE CHIMARRAO;3901002;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;19524.42856;0.538759783;-0.042198943;27103.53924;0.353308082;0.461240217;-0.181823035;19821.19988;0.538759783;-0.034141323;27331.55112
BOMBA DE INSETICIDA;8602801;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;36536.87587;0.096867209;-0.014143683;4513.251502;0.312190575;0.903132791;-0.130974976;37092.23638;0.096867209;-0.003880826;4560.234877
BOMBA DE QUALQUER TIPO;6903701;Ultraprocessados;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;734166.9379;0.096867209;0.058449145;95778.29682;0.301670591;0.903132791;-0.116565218;745326.2754;0.096867209;0.069646513;96791.53851
BOMBA DE TERERE;3901006;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;170.6245631;0.538759783;-0.042198943;236.8586372;0.353308082;0.461240217;-0.181823035;173.2180565;0.538759783;-0.034141323;238.8512398
BOMBA PARA ENCHER PNEU DE BICICLETA;3300312;Manutencao e acessorios;0;0;0;0;0;0;0;0.361378641;0.880669616;-0.206538611;28409.14706;0.119330384;0.077355677;5226.723516;0.361378641;0.880669616;-0.194477998;28840.96609;0.119330384;0.08906982;5283.553946
BOMBA PARA HIGIENE NASAL;2903106;Material de tratamento;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;62850.08324;0.340563266;-0.001820069;37653.88874;0.307328565;0.659436734;-0.126463347;63805.4045;0.340563266;0.007226018;37995.13016
BOMBA PARA INALACAO;2903105;Material de tratamento;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;5765052.598;0.340563266;-0.001820069;3453880.057;0.307328565;0.659436734;-0.126463347;5852681.397;0.340563266;0.007226018;3485181.125
BOMBA, CUIA OU PORONGO DE CHIMARRAO;3901001;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;645507.7989;0.538759783;-0.042198943;896084.9174;0.353308082;0.461240217;-0.181823035;655319.5175;0.538759783;-0.034141323;903623.3427
BOMBOCADO;6916701;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;50860.80213;0.096867209;0.037576966;6356.381231;0.281445614;0.903132791;-0.095995952;51633.88632;0.096867209;0.048463966;6423.076927
BOMBOM;2401104;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;145290.7755;0.658752231;0.005468894;273244.5048;0.15153733;0.341247769;0.04775353;147499.1953;0.658752231;0.010537354;274621.9007
BOMBOM CARAMELIZADO DE QUALQUER MARCA;6900902;Ultraprocessados;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;226173.309;0.096867209;0.058449145;29506.22427;0.301670591;0.903132791;-0.116565218;229611.1433;0.096867209;0.069646513;29818.37157
BOMBOM CARAMELIZADO DE QUALQUER MARCA LIGHT;6910402;Doces e biscoitos;0;0;0;0;0;1;0;0.301670591;0.903132791;-0.129792374;127170.1332;0.096867209;0.058449145;16590.42124;0.301670591;0.903132791;-0.116565218;129103.1192;0.096867209;0.069646513;16765.93184
BOMBOM DE QUALQUER MARCA;6900901;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;43987903.42;0.096867209;0.037576966;5497433.623;0.281445614;0.903132791;-0.095995952;44656519.55;0.096867209;0.048463966;5555116.627
BOMBOM DE QUALQUER MARCA DIET;6910501;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;48597.00323;0.096867209;0.037576966;6073.460628;0.281445614;0.903132791;-0.095995952;49335.67768;0.096867209;0.048463966;6137.187719
BOMBOM DE QUALQUER MARCA LIGHT;6910401;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;46028.58292;0.096867209;0.037576966;5752.46965;0.281445614;0.903132791;-0.095995952;46728.21738;0.096867209;0.048463966;5812.828674
BOMBOM DIET;2408004;Lanches ultraprocessados;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;1112.942999;0.658752231;0.005468894;2093.082356;0.15153733;0.341247769;0.04775353;1129.859733;0.658752231;0.010537354;2103.633357
BOMBONS SORTIDOS DE QUALQUER MARCA;6900903;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;13558299.2;0.096867209;0.037576966;1694462.434;0.281445614;0.903132791;-0.095995952;13764385.35;0.096867209;0.048463966;1712241.946
BOMBONS SORTIDOS DE QUALQUER MARCA LIGHT;6910403;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;34910.93473;0.096867209;0.037576966;4363.030095;0.281445614;0.903132791;-0.095995952;35441.58094;0.096867209;0.048463966;4408.810125
BOMBRIL;8600202;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;7115518.879;0.096867209;-0.037210576;885948.7604;0.328698521;0.903132791;-0.158011682;7223674.766;0.096867209;-0.027286582;895080.7163
BONE;3801901;Calcados e apetrechos;0;0;0;0;0;0;0;0.307984635;0.43983186;-0.141532831;11193675.19;0.56016814;0.003929189;16671850.61;0.307984635;0.43983186;-0.12848413;11363819.06;0.56016814;0.011883436;16803943.62
BONECA;4300102;Brinquedos e jogos;0;0;0;0;0;0;0;0.342127797;0.711106936;-0.183257969;333765.0998;0.288893064;-0.023467516;162123.105;0.342127797;0.711106936;-0.17084349;338838.3293;0.288893064;-0.01442792;163623.8511
BORDADEIRA;3101201;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;649479.2106;0.388918021;-0.002531803;382740.6514;0.127915708;0.611081979;0.093628751;659351.2946;0.388918021;-0.001263549;383227.296
